Campaign_Name,Channel,Spend,Impressions,Clicks,Conversions,Revenue,Start_Date,End_Date,Campaign_Type,Region
Rios and Sons,Radio,2332.97,134359,5892,321,25624.64,2022-07-21,2023-12-29,Awareness,Asia
Snyder-Ramos,Radio,4562.73,374011,15876,1332,108068.91,2024-10-05,2024-11-16,Conversion,South America
"Wolf, Vasquez and Lang",Search Engine,2469.32,125587,11444,1548,90553.07,2022-07-26,2023-05-04,Conversion,North America
Howard Ltd,Email,884.28,32674,2410,661,54745.07,2022-06-08,2023-01-01,Retargeting,India
Hall Inc,Email,900.99,49140,5955,1490,34511.33,2022-07-29,2024-12-21,Awareness,Europe
"Leon, Reyes and Mathews",Email,333.79,13807,1596,238,7606.55,2021-12-15,2024-01-01,Retargeting,North America
Herman Group,Radio,3030.05,328773,5782,533,40200.16,2024-02-28,2024-07-01,Retargeting,India
"Adkins, Townsend and Davidson",Social Media,1237.02,51320,5992,331,3941.73,2023-05-24,2024-02-29,Retargeting,North America
Logan LLC,Email,414.68,29826,1779,319,6657.09,2024-09-18,2024-10-29,Awareness,Asia
"Price, Best and Oconnor",Social Media,996.59,61662,3540,350,20683.11,2023-08-01,2024-10-05,Conversion,India
Griffith and Sons,Email,908.95,38431,5066,1389,43159.65,2022-02-09,2022-10-03,Awareness,Asia
"Nelson, Gentry and Guerrero",Email,668.58,30556,2326,558,12561.71,2022-06-03,2024-04-10,Conversion,Asia
Morgan-Wood,Radio,1394.39,113893,3900,461,38190.2,2022-09-19,2024-10-15,Awareness,Europe
Brooks-Vaughan,TV,3148.94,226933,11422,1026,11140.34,2023-01-07,2023-05-01,Awareness,Asia
Pratt-Smith,TV,4339.9,376528,16314,1204,30222.25,2022-02-07,2024-07-26,Conversion,Europe
Leblanc and Sons,Social Media,948.66,78428,2610,377,14499.69,2024-09-16,2024-10-12,Conversion,South America
"Shelton, Gomez and Gill",Search Engine,1604.08,93820,6300,1029,11224.57,2024-07-13,2024-11-27,Awareness,North America
"Kennedy, Gentry and Strickland",TV,2044.37,193864,6592,144,5046.81,2024-07-31,2024-09-02,Awareness,India
"Cobb, Li and Wood",Search Engine,3213.34,253092,13420,2461,196949.04,2022-07-03,2024-06-12,Retargeting,North America
Foster-Moore,Social Media,856.0,50535,1524,243,12664.42,2023-12-24,2024-08-16,Conversion,South America
Keller and Sons,Radio,11171.43,326460,14109,608,25996.3,2022-04-06,2024-02-15,Awareness,India
Jones Ltd,Social Media,2227.12,165246,9312,1395,119718.44,2024-10-09,2024-12-18,Conversion,North America
Hurley-Obrien,TV,3675.26,242303,6348,293,5527.98,2022-11-18,2023-10-16,Retargeting,Europe
Wiggins Ltd,TV,4860.69,363022,6158,319,27153.55,2023-10-31,2024-04-10,Awareness,Europe
"Fields, Perry and Sanchez",Email,272.19,10852,491,114,9943.29,2022-05-31,2022-07-29,Retargeting,India
Meyer PLC,TV,4423.13,140561,4273,289,4383.8,2023-04-12,2024-06-27,Retargeting,North America
"Williams, Howard and Hart",Radio,4726.75,436947,4455,199,11088.24,2024-02-25,2024-04-02,Awareness,South America
"Rose, Martin and Hull",Email,686.21,31438,2752,704,50972.71,2024-09-30,2024-11-10,Conversion,North America
Jones-Cummings,Search Engine,1958.93,86898,7729,912,35856.5,2023-03-14,2024-02-07,Retargeting,India
Rodriguez Group,TV,4452.32,242853,4698,193,12809.86,2022-07-09,2023-01-04,Conversion,Europe
Gibson and Sons,TV,1814.9,171032,6982,277,16875.66,2024-10-23,2024-12-03,Awareness,India
"Webb, Hoffman and Thomas",Radio,4118.73,324195,11359,757,14457.63,2023-10-18,2023-10-18,Retargeting,India
"Davies, Harrell and Schwartz",Search Engine,1469.62,55133,3792,731,16293.52,2023-01-04,2023-10-18,Awareness,South America
"Smith, Moyer and Thompson",Email,186.79,7505,756,232,15938.07,2024-04-12,2024-11-26,Awareness,North America
Robinson-Williams,Radio,1391.02,90342,1053,44,4624.37,2023-07-17,2024-12-04,Awareness,South America
Gutierrez Group,Email,824.36,52925,3313,311,22170.11,2022-12-12,2024-01-28,Retargeting,South America
"Richards, Rogers and Carroll",Radio,2556.19,180615,4850,228,16513.51,2024-09-16,2024-11-17,Awareness,Europe
"Cameron, Scott and Perez",Social Media,1673.09,136764,9705,1819,83105.31,2024-11-11,2024-12-10,Retargeting,Asia
"Duncan, Logan and Moreno",Social Media,1069.55,44856,4845,317,14208.32,2023-09-03,2024-05-09,Conversion,Europe
Lopez Group,Social Media,2430.81,108252,5236,612,12376.34,2022-07-22,2024-09-04,Conversion,Asia
Miller and Sons,Social Media,3095.73,247919,5910,664,28156.8,2023-09-05,2024-04-07,Conversion,Europe
"Vaughn, Kelly and Simpson",TV,2545.28,176607,3060,228,25598.65,2021-12-14,2024-01-20,Retargeting,North America
Martin Group,Social Media,775.98,42537,1652,171,10416.42,2022-05-21,2022-07-17,Retargeting,North America
"Garcia, Miller and Todd",Email,1836.26,15044,2123,387,9799.29,2021-12-15,2024-04-02,Retargeting,Europe
"Burch, Hardy and Anderson",Radio,2152.6,211830,2739,167,11888.39,2022-02-23,2023-10-17,Conversion,Asia
Martinez LLC,TV,2374.37,174076,4765,380,30950.61,2022-01-31,2022-07-17,Retargeting,India
Smith LLC,Email,247.83,17189,1758,482,16897.83,2022-11-21,2023-01-01,Retargeting,North America
"Black, Hutchinson and Munoz",Search Engine,1142.26,63382,4016,765,41412.7,2024-11-12,2024-11-21,Conversion,India
Obrien-Roberts,Radio,1735.66,140465,5168,138,3348.11,2023-10-31,2024-06-09,Conversion,North America
Davis-Warren,Search Engine,2947.02,163801,14810,1808,46390.56,2023-09-29,2024-05-31,Retargeting,South America
"Rodriguez, Nelson and Baldwin",Social Media,1669.47,89818,5349,438,20551.76,2022-07-08,2023-04-18,Conversion,Europe
Winters and Sons,Social Media,2927.85,240320,6697,1100,116272.57,2022-12-05,2023-12-19,Conversion,Europe
"Schultz, Harrison and Griffin",Radio,1792.1,137907,1298,47,3124.39,2022-01-01,2022-07-28,Awareness,North America
Lowe-Davis,Search Engine,1718.12,79998,7636,1656,39865.0,2024-06-20,2024-11-16,Conversion,India
"Rodriguez, Hunt and Tran",Search Engine,2972.58,145322,10295,2459,111220.42,2022-11-04,2024-01-28,Conversion,Europe
"Munoz, Nolan and Guerra",TV,4258.74,325467,9096,757,39816.19,2023-04-12,2024-04-17,Awareness,North America
May-Ward,Search Engine,3784.15,187075,25505,3006,63521.24,2022-12-23,2023-05-01,Conversion,North America
"Mitchell, Bishop and Anderson",Radio,2877.96,133882,4075,187,13846.58,2023-04-18,2024-04-26,Conversion,Europe
"Foley, Bailey and Mccoy",Email,2951.12,25882,3080,705,3070.31,2024-09-25,2024-11-04,Retargeting,North America
Williams PLC,Search Engine,1899.96,124512,6572,1022,56354.57,2022-08-28,2023-05-01,Conversion,North America
"Edwards, Lee and Harris",Radio,1432.71,85025,3383,150,8948.48,2023-12-02,2024-04-29,Retargeting,South America
"Rodriguez, Moore and Ford",Search Engine,1222.78,70224,4246,937,62535.89,2024-06-21,2024-07-14,Awareness,Asia
Brown Ltd,Social Media,2031.19,143916,10644,1078,51628.73,2023-07-07,2024-05-11,Awareness,Asia
Peterson LLC,Social Media,1558.86,75579,8594,1711,46641.06,2024-08-06,2024-12-03,Retargeting,Europe
Cochran LLC,Social Media,1740.48,167595,12504,727,40762.63,2023-11-21,2024-04-28,Conversion,Europe
Copeland and Sons,TV,2329.03,179074,2125,143,1600.0,2022-02-26,2023-12-22,Conversion,North America
Jones-Garcia,Search Engine,2920.06,158197,8677,1169,96022.49,2024-07-20,2024-10-28,Conversion,Asia
Bowman PLC,TV,2980.24,191485,2701,146,1855.72,2022-02-05,2024-07-08,Retargeting,Europe
"Marshall, Gardner and Berry",Email,434.88,15445,2156,680,10033.02,2022-11-30,2024-05-31,Awareness,Asia
"Moore, Lopez and Reyes",Search Engine,2538.42,105235,12316,1121,121523.6,2023-09-21,2024-06-27,Conversion,Asia
Watson-Reid,Social Media,2474.81,160027,9319,1229,114992.54,2022-02-02,2024-06-06,Retargeting,South America
Reynolds-Russell,Email,505.28,29668,1455,344,19872.15,2024-05-13,2024-06-28,Conversion,India
Cantrell-Hernandez,Email,472.03,16726,1326,179,9580.63,2023-09-17,2024-02-05,Retargeting,Europe
"Meyers, Boyer and Hall",Radio,2738.26,209399,9014,816,16891.02,2024-02-02,2024-05-03,Retargeting,Europe
Little-Pollard,Social Media,1688.53,77540,8434,924,102471.0,2023-04-22,2024-07-29,Conversion,South America
"Perry, Skinner and Miller",Search Engine,9054.51,254140,20983,4614,26092.84,2024-08-02,2024-09-02,Retargeting,India
"Andersen, Obrien and Franklin",TV,3665.13,273573,8894,1079,19121.6,2022-12-08,2023-09-08,Conversion,Asia
Thomas Inc,Radio,3448.97,275062,9989,269,7731.57,2024-07-31,2024-08-22,Conversion,South America
White Ltd,Social Media,1534.53,132751,7912,759,11165.96,2023-12-08,2024-05-14,Retargeting,South America
Patel Ltd,Search Engine,3226.74,217486,26092,3142,97627.12,2022-01-27,2022-12-06,Awareness,North America
Tucker-Young,Search Engine,1830.47,110598,12584,2946,135653.68,2023-09-29,2023-10-17,Conversion,India
Frederick-Smith,Email,368.25,22911,1555,256,23045.73,2024-06-24,2024-10-28,Conversion,Europe
Hughes-King,Search Engine,2882.43,221850,17460,1856,77915.43,2022-10-28,2023-02-28,Awareness,Asia
Taylor Ltd,Search Engine,2644.1,173150,12922,2072,227173.44,2023-09-09,2023-10-27,Awareness,North America
Kent Group,Radio,2094.47,175074,4592,177,5586.21,2024-06-12,2024-06-21,Conversion,Europe
Rush LLC,Radio,4239.18,243846,4055,342,5224.39,2022-02-28,2022-11-07,Awareness,Europe
Richardson-Lam,Email,733.52,27891,4839,1250,58244.48,2023-06-30,2024-01-30,Conversion,South America
"Hansen, Reynolds and Fernandez",TV,3155.36,274168,8894,782,81419.08,2024-06-24,2024-12-16,Conversion,North America
Howard-Brennan,Email,818.5,33156,3888,1204,78646.41,2023-01-28,2024-01-02,Awareness,North America
Johnson-Colon,Email,527.71,35194,2084,485,5322.92,2023-02-04,2024-08-07,Conversion,South America
"Johnson, Brown and Graham",TV,4695.39,302365,6193,480,25470.3,2024-09-07,2024-11-07,Retargeting,Europe
Jimenez-Rogers,Radio,3016.3,210971,5925,439,4871.67,2022-11-16,2024-11-03,Conversion,Asia
"Fry, Hudson and Lee",TV,3344.87,197745,5300,250,21273.6,2022-06-18,2024-09-14,Conversion,Asia
Lopez-Hamilton,Radio,3646.9,395988,7083,492,31857.51,2024-06-23,2024-10-29,Awareness,India
Weiss PLC,Email,453.32,17923,782,111,5585.48,2022-06-09,2024-02-18,Conversion,Asia
Walton-Burton,TV,4625.41,371945,15648,1490,42623.41,2023-12-26,2024-05-19,Conversion,South America
"Garza, Briggs and Smith",Search Engine,2155.19,122099,6926,799,37010.72,2023-10-21,2024-02-04,Awareness,North America
Rivera Group,Radio,3948.45,264676,4308,85,9055.13,2024-10-15,2024-11-12,Retargeting,India
Nelson-Weaver,Email,252.14,12160,1156,299,26247.75,2023-08-25,2024-06-04,Retargeting,North America
Lane Group,Social Media,1071.73,90886,6172,1106,59676.45,2022-04-19,2023-01-10,Retargeting,Asia
Lawson-Wilson,Email,676.17,24626,3953,456,43270.19,2022-08-26,2023-09-15,Conversion,Asia
Wells LLC,Social Media,2677.26,176007,8994,1663,87504.16,2023-04-30,2024-06-17,Conversion,Europe
Harris PLC,Social Media,1388.9,85568,7187,1162,57123.89,2024-04-03,2024-06-05,Awareness,North America
Knight and Sons,Search Engine,1574.82,95013,12163,2200,28599.96,2023-11-08,2024-01-06,Conversion,Europe
"Luna, Thomas and Brown",Search Engine,1416.78,53471,6277,1062,104818.19,2023-01-29,2023-10-25,Awareness,India
Terry LLC,TV,4539.9,449870,9005,525,17647.08,2024-11-14,2024-11-23,Retargeting,Asia
Little Inc,Radio,3095.3,149728,6852,461,45728.47,2024-11-16,2024-12-20,Retargeting,North America
Marquez Inc,Email,909.48,48653,2864,868,50318.17,2022-10-22,2023-09-21,Conversion,Asia
Wilson Inc,Search Engine,3326.27,189280,10574,2039,226915.18,2024-07-31,2024-11-10,Conversion,South America
Martin-Cruz,TV,4127.85,382473,10086,263,24951.77,2022-05-19,2024-03-17,Retargeting,South America
Johnson-Joseph,TV,2727.68,158900,2989,118,2056.07,2022-08-31,2022-10-14,Conversion,North America
Chase-Schmidt,Email,565.3,25626,2022,456,50989.56,2023-10-25,2024-09-14,Conversion,Europe
Jones-Gonzalez,Social Media,1476.47,90854,3073,343,22517.99,2024-06-07,2024-06-14,Retargeting,South America
Kent Inc,Radio,4504.54,474845,20863,1723,87360.98,2023-09-12,2024-06-22,Retargeting,Asia
"Salazar, Poole and Walsh",Radio,2712.98,290620,10310,178,11244.18,2021-12-23,2023-07-18,Conversion,Europe
"Sutton, Anderson and Hanna",Radio,4901.95,256613,11447,222,21770.86,2024-05-15,2024-08-30,Awareness,North America
Sloan-Johnson,Social Media,5465.63,88958,7160,1009,14203.16,2022-08-16,2024-07-16,Awareness,South America
Lee-Mullins,Social Media,1472.88,95633,2248,325,21512.04,2023-05-03,2024-12-16,Awareness,North America
"Barrett, Mccullough and Owen",Social Media,1505.4,73641,5416,892,26232.79,2023-10-17,2024-01-30,Retargeting,South America
Chavez Inc,Search Engine,2425.69,164342,11741,1292,156020.12,2024-10-18,2024-11-25,Awareness,India
"Steele, Buckley and Ayala",Email,417.95,16640,1832,732,39873.14,2022-02-14,2023-02-05,Conversion,South America
Waller-Williams,Email,755.04,24391,2213,514,45121.66,2024-08-12,2024-11-04,Retargeting,Europe
"Lamb, Simpson and Morrison",Email,660.01,32984,3471,792,54206.6,2022-04-04,2022-08-29,Conversion,Asia
Thompson-Yates,TV,5144.25,294863,4897,337,32724.01,2024-10-23,2024-10-27,Awareness,South America
"Young, Taylor and Flores",Social Media,2246.34,168772,12946,2445,77737.71,2023-10-30,2023-11-02,Awareness,North America
Beasley Inc,Email,406.46,12533,1418,459,18272.04,2024-08-29,2024-11-10,Conversion,India
"Hall, Kelley and Braun",Email,695.57,35583,3247,268,27543.11,2023-04-22,2024-06-22,Awareness,India
Holden Ltd,TV,2292.13,163310,2979,249,4648.22,2024-03-12,2024-09-06,Conversion,South America
Ortiz Ltd,Social Media,613.64,36063,1920,106,3678.44,2024-01-31,2024-12-05,Retargeting,North America
Pierce PLC,Radio,1436.59,59892,1538,57,5967.02,2024-05-03,2024-06-17,Awareness,Europe
Harmon Ltd,Social Media,2964.02,185566,8828,1492,74529.0,2024-06-24,2024-09-24,Conversion,Europe
Bowen Ltd,Email,538.95,26846,3525,702,21956.14,2022-07-02,2024-07-12,Awareness,North America
"Jackson, Stephens and Diaz",Social Media,1861.25,136668,5032,698,33042.15,2023-07-13,2024-10-04,Retargeting,South America
Hodges and Sons,Email,878.62,41605,7581,1895,34581.73,2024-03-09,2024-05-03,Conversion,Asia
Benjamin Group,Email,493.68,28606,2354,818,47652.44,2023-01-30,2024-09-25,Retargeting,Europe
Madden PLC,Social Media,2713.0,168700,11295,472,16844.56,2024-08-24,2024-10-20,Awareness,India
Chavez-Noble,Radio,3123.8,334503,5476,243,24281.52,2022-09-15,2023-02-20,Retargeting,North America
"Miller, Wu and Rodriguez",Radio,1505.38,110582,2970,136,12482.28,2023-12-04,2024-03-10,Awareness,Europe
Benjamin-Watson,Social Media,1287.74,60922,4863,811,65156.74,2022-05-31,2024-02-03,Awareness,North America
Kane-Clayton,TV,1801.55,135294,1804,185,12675.57,2023-10-04,2024-11-30,Awareness,North America
Walsh-Burgess,Search Engine,1667.2,116623,11536,1101,12391.61,2024-03-19,2024-04-25,Awareness,India
"Dominguez, Reeves and Johnson",Social Media,1391.06,96946,8640,399,32324.37,2023-10-14,2024-03-06,Retargeting,Europe
"Howard, Arroyo and Garcia",Radio,3087.96,235307,2802,132,6059.59,2022-07-02,2024-03-15,Awareness,Europe
Davis LLC,Social Media,2379.27,92355,7798,917,58179.72,2022-03-07,2023-01-29,Retargeting,South America
"Graves, Williams and Sanchez",Search Engine,3050.04,141585,16816,3195,116064.91,2022-02-15,2024-07-13,Conversion,India
Bush Ltd,Email,860.58,43670,4651,1513,52975.69,2022-12-22,2023-10-31,Conversion,India
"Flores, Moore and Mathis",Search Engine,2978.19,161735,10167,1579,82952.59,2022-06-10,2024-10-13,Retargeting,India
"Hill, Villa and Miller",Social Media,2046.26,120950,9643,1015,54390.75,2022-02-18,2024-11-30,Awareness,Europe
Williams LLC,Search Engine,2926.6,92689,4342,737,32730.72,2024-06-15,2024-07-19,Retargeting,North America
Ramsey PLC,TV,2412.49,136140,1620,183,13395.87,2023-12-02,2024-07-09,Conversion,North America
"Anderson, Roberts and Jones",Search Engine,1775.5,91257,3657,530,57537.88,2022-05-22,2023-03-20,Conversion,Europe
"Kennedy, Townsend and Davis",Radio,1965.74,150014,3851,351,20812.3,2022-11-02,2024-10-24,Conversion,North America
Holden-Smith,Email,679.45,33957,4094,616,56458.8,2022-02-04,2024-04-07,Retargeting,South America
Oliver-Hernandez,Email,2260.76,40014,6200,1749,66654.41,2022-07-14,2024-03-11,Conversion,India
Herrera-Dean,Radio,1203.55,74958,3323,158,7840.12,2022-12-05,2023-06-10,Conversion,India
Malone-Berg,Email,1931.3,25079,1656,154,4468.59,2023-01-12,2023-08-26,Conversion,North America
Walker-Nichols,Email,846.15,25776,2422,342,24168.2,2022-11-19,2022-12-19,Retargeting,South America
"Green, Lawrence and Palmer",Email,332.16,10810,1289,151,10241.54,2024-03-28,2024-08-31,Retargeting,Asia
Cohen Ltd,Radio,4698.89,406770,7891,733,25522.99,2021-11-25,2024-01-02,Retargeting,Europe
Ford Group,Social Media,2787.85,132258,9814,830,69511.82,2022-07-24,2023-02-09,Retargeting,Asia
Villa PLC,Social Media,1640.62,119251,4502,914,52228.49,2022-01-28,2022-02-17,Retargeting,South America
"Terrell, Baker and Macias",Social Media,558.29,36224,1555,217,8578.07,2023-04-10,2024-09-28,Awareness,South America
Hernandez-Hoffman,TV,3051.88,204955,5475,239,15193.99,2022-01-13,2023-11-30,Retargeting,North America
Juarez Group,Email,752.01,30637,3866,823,35720.91,2023-04-09,2023-07-17,Retargeting,North America
Bonilla Ltd,Search Engine,4008.18,231917,16427,4526,338596.34,2023-09-28,2024-10-21,Conversion,South America
"Oconnell, Berg and Harrell",Search Engine,1656.09,77143,4751,709,59694.61,2023-06-07,2024-01-15,Retargeting,Asia
"Ferguson, Contreras and Powell",TV,4356.57,332787,12457,895,76805.69,2023-08-24,2024-01-21,Retargeting,North America
"Weber, Wu and Carson",Radio,1758.05,144069,6662,668,55369.85,2023-05-11,2024-05-01,Conversion,India
"Vance, Jones and Jones",Radio,2265.38,238896,3408,275,11340.08,2024-11-18,2024-12-08,Retargeting,South America
"Wagner, Hopkins and Carey",TV,3074.85,198830,7439,456,34240.84,2023-05-28,2024-10-16,Conversion,South America
Barker-Peterson,Radio,2374.36,138566,4715,402,7575.22,2023-09-18,2024-02-25,Awareness,India
Wood-Howard,TV,2087.7,239238,6124,651,67338.57,2023-12-29,2024-01-14,Conversion,South America
Mills-Davenport,TV,3533.47,210455,3537,73,5652.8,2023-02-28,2023-09-07,Retargeting,Europe
"Bennett, Mclaughlin and Baker",Radio,2036.51,154463,7009,644,31074.31,2024-01-22,2024-09-27,Awareness,Asia
Nichols-Johnson,TV,2385.23,176239,2467,108,3371.55,2023-11-26,2024-05-16,Awareness,Europe
Wade-Mitchell,Social Media,2076.85,156373,7264,841,9897.11,2022-03-19,2022-10-22,Retargeting,South America
Weaver-Wilson,TV,1526.28,125999,2132,132,4406.63,2024-06-24,2024-10-30,Retargeting,North America
Barker-Banks,Search Engine,1240.55,56539,5769,666,29665.87,2024-10-11,2024-10-17,Retargeting,Europe
Wells Ltd,Search Engine,1184.0,62321,8549,643,44785.16,2022-05-07,2022-12-31,Conversion,India
"Stewart, Carter and Johnson",Radio,4025.93,370124,5665,506,9254.08,2023-07-27,2023-08-01,Retargeting,Asia
"Stewart, Jones and Ross",Search Engine,1230.08,46775,1919,386,28218.34,2024-08-17,2024-10-05,Retargeting,India
"Moore, Washington and Smith",TV,2178.12,174952,8160,299,7367.8,2024-03-01,2024-11-21,Awareness,South America
Armstrong-Carrillo,TV,2141.94,137144,6611,370,26827.22,2024-05-15,2024-12-05,Conversion,India
Young Ltd,Radio,4257.16,469866,4788,636,57728.62,2023-02-04,2023-09-21,Awareness,Europe
Brown PLC,Radio,1751.23,213126,6663,260,25077.39,2024-11-06,2024-12-02,Retargeting,Asia
"Graham, Williams and Lawson",TV,4003.23,441566,14499,513,51845.48,2023-08-15,2024-10-18,Retargeting,Europe
Stone LLC,TV,3096.26,234024,2632,132,4963.32,2022-02-23,2023-10-12,Awareness,South America
Buchanan-Andrews,Search Engine,3309.01,144850,10684,2253,182960.38,2024-01-05,2024-12-15,Retargeting,South America
"Best, Stanley and Phillips",Email,340.22,13800,1407,301,35267.17,2022-10-27,2023-10-16,Awareness,Europe
"Maxwell, Ferguson and Bailey",TV,2286.28,256240,8852,273,23019.27,2022-10-23,2022-12-31,Retargeting,India
Anderson-Evans,TV,4491.98,373053,12973,965,83134.2,2024-11-12,2024-12-17,Conversion,North America
Hester-Robinson,Social Media,2118.08,97072,6245,1052,38649.25,2021-12-11,2024-12-21,Awareness,Europe
